#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
XP_037509155.1       -          msaprobs_alignment_4742434 -                  0 1138.7   9.3  2.2e-185  627.2   0.3   2.5   3   0   0   3   3   2   2 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2       -          msaprobs_alignment_4742434 -                  0 1104.4  22.8  1.7e-166  564.8   2.1   2.9   2   2   1   4   4   2   2 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_022295920.1       -          msaprobs_alignment_4742434 -           2.5e-182  617.1   6.7    1e-177  601.9   4.0   2.3   2   0   0   2   2   2   2 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295921.1       -          msaprobs_alignment_4742434 -           2.5e-182  617.1   6.7    1e-177  601.9   4.0   2.3   2   0   0   2   2   2   2 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_039486702.1       -          msaprobs_alignment_4742434 -           3.1e-182  616.8   6.0  4.8e-182  616.2   6.0   1.3   1   1   0   1   1   1   1 chitin synthase chs-2 isoform X3 [Drosophila santomea]
XP_006636013.1       -          msaprobs_alignment_4742434 -           7.1e-182  615.6  18.5    7e-181  612.4  18.5   2.2   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 2 [Lepisosteus oculatus]
XP_029637692.1       -          msaprobs_alignment_4742434 -           1.3e-181  614.8  21.4  1.3e-181  614.8  21.4   1.6   1   1   0   2   2   1   1 chitin synthase chs-1-like [Octopus vulgaris]
XP_042596644.1       -          msaprobs_alignment_4742434 -           2.4e-181  613.9  20.8  2.1e-180  610.8  20.8   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Cyprinus carpio]
XP_033855323.1       -          msaprobs_alignment_4742434 -           2.6e-181  613.8  20.2  2.3e-180  610.6  20.2   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Acipenser ruthenus]
XP_026084352.1       -          msaprobs_alignment_4742434 -             6e-181  612.6  20.9  5.4e-180  609.4  20.9   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Carassius auratus]
XP_025139081.1       -          msaprobs_alignment_4742434 -             1e-180  611.8  19.2  9.3e-180  608.6  19.2   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Bubalus bubalis]
XP_025102509.1       -          msaprobs_alignment_4742434 -           1.1e-180  611.8   0.0  1.4e-180  611.4   0.0   1.1   1   0   0   1   1   1   1 chitin synthase chs-2-like isoform X2 [Pomacea canaliculata]
XP_025102500.1       -          msaprobs_alignment_4742434 -           1.4e-180  611.4   0.1  2.1e-180  610.8   0.1   1.2   1   0   0   1   1   1   1 chitin synthase chs-2-like isoform X1 [Pomacea canaliculata]
XP_033731955.1       -          msaprobs_alignment_4742434 -           1.6e-180  611.2   0.0  4.4e-180  609.7   0.0   1.4   1   1   0   1   1   1   1 chitin synthase chs-2-like isoform X1 [Pecten maximus]
XP_041101611.1       -          msaprobs_alignment_4742434 -           2.5e-180  610.6  21.7  2.2e-179  607.4  21.7   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Polyodon spathula]
XP_026140187.1       -          msaprobs_alignment_4742434 -           4.9e-180  609.5  21.2  4.6e-179  606.3  21.2   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Carassius auratus]
XP_039593205.1       -          msaprobs_alignment_4742434 -           9.6e-180  608.6  18.8  7.6e-179  605.6  18.8   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Polypterus senegalus]
XP_042103442.1       -          msaprobs_alignment_4742434 -           1.5e-179  608.0  18.1  1.3e-178  604.9  18.1   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Ovis aries]
XP_033849580.2       -          msaprobs_alignment_4742434 -           2.8e-179  607.0  21.3  2.2e-178  604.1  21.3   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Acipenser ruthenus]
XP_034304243.1       -          msaprobs_alignment_4742434 -           4.8e-179  606.3   4.6  4.8e-179  606.3   4.6   1.9   1   1   1   2   2   1   1 chitin synthase chs-2 isoform X3 [Crassostrea gigas]
XP_036395408.1       -          msaprobs_alignment_4742434 -           6.4e-179  605.9  19.8  5.2e-178  602.9  19.8   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Megalops cyprinoides]
XP_034304242.1       -          msaprobs_alignment_4742434 -             1e-178  605.2   5.5    1e-178  605.2   5.5   1.9   1   1   1   2   2   1   1 chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034304240.1       -          msaprobs_alignment_4742434 -             1e-178  605.2   5.6    1e-178  605.2   5.6   1.9   1   1   1   2   2   1   1 chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_041920942.1       -          msaprobs_alignment_4742434 -           1.3e-178  604.9   0.7  2.1e-178  604.2   0.1   1.5   1   1   0   1   1   1   1 chitin synthase chs-2-like [Alosa sapidissima]
XP_037268092.1       -          msaprobs_alignment_4742434 -           1.8e-178  604.4   4.5  2.4e-178  604.0   4.5   1.1   1   0   0   1   1   1   1 chitin synthase chs-2-like isoform X1 [Rhipicephalus microplus]
XP_040210844.1       -          msaprobs_alignment_4742434 -           3.8e-178  603.3  18.6  1.2e-176  598.3  18.6   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 [Rana temporaria]
XP_018618206.1       -          msaprobs_alignment_4742434 -           4.4e-178  603.1  21.8  3.4e-177  600.2  21.8   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Scleropages formosus]
XP_017541426.2       -          msaprobs_alignment_4742434 -           5.3e-178  602.9  19.5  6.4e-177  599.3  19.5   2.4   1   1   0   1   1   1   1 LOW QUALITY PROTEIN: hyaluronan synthase 2 [Pygocentrus nattereri]
XP_025078069.1       -          msaprobs_alignment_4742434 -           7.2e-178  602.4   2.8  9.5e-178  602.0   2.8   1.1   1   0   0   1   1   1   1 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Pomacea canaliculata]
XP_035266574.1       -          msaprobs_alignment_4742434 -           8.5e-178  602.2  20.8  7.6e-177  599.0  20.8   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Anguilla anguilla]
XP_039594025.1       -          msaprobs_alignment_4742434 -           9.9e-178  601.9  12.3  1.5e-177  601.3  12.3   1.2   1   0   0   1   1   1   1 chitin synthase chs-2-like [Polypterus senegalus]
XP_041104547.1       -          msaprobs_alignment_4742434 -           1.3e-177  601.5  21.5  1.3e-176  598.3  21.5   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Polyodon spathula]
XP_029649657.1       -          msaprobs_alignment_4742434 -           2.2e-177  600.8  13.9    3e-177  600.3  13.9   1.3   1   0   0   1   1   1   1 chitin synthase chs-1-like [Octopus vulgaris]
XP_040289279.1       -          msaprobs_alignment_4742434 -           2.8e-177  600.4  17.4  2.9e-176  597.1  17.4   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Bufo bufo]
XP_044149773.1       -          msaprobs_alignment_4742434 -             3e-177  600.4  17.3  3.1e-176  597.0  17.3   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Bufo gargarizans]
XP_043552707.1       -          msaprobs_alignment_4742434 -           4.8e-177  599.7  18.5  6.8e-177  599.2  18.5   1.2   1   0   0   1   1   1   1 chitin synthase chs-2-like [Chiloscyllium plagiosum]
XP_029928401.1       -          msaprobs_alignment_4742434 -           7.4e-177  599.0  20.7  6.3e-176  596.0  20.7   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Myripristis murdjan]
NP_001120557.1       -          msaprobs_alignment_4742434 -           9.4e-177  598.7  16.3  9.4e-176  595.4  16.3   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 [Xenopus tropicalis]
XP_022529691.1       -          msaprobs_alignment_4742434 -           9.6e-177  598.7  20.4  7.7e-176  595.7  20.4   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Astyanax mexicanus]
XP_043544613.1       -          msaprobs_alignment_4742434 -           3.8e-176  596.7  12.0  3.4e-175  593.6  12.0   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Chiloscyllium plagiosum]
XP_043544614.1       -          msaprobs_alignment_4742434 -           3.8e-176  596.7  12.0  3.4e-175  593.6  12.0   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Chiloscyllium plagiosum]
XP_026854895.1       -          msaprobs_alignment_4742434 -           1.2e-175  595.0  22.2  9.5e-175  592.1  22.2   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Electrophorus electricus]
XP_036366078.1       -          msaprobs_alignment_4742434 -           1.3e-175  594.9   3.8  1.3e-175  594.9   3.8   1.8   1   1   0   2   2   1   1 chitin synthase chs-1-like [Octopus vulgaris]
XP_018123734.1       -          msaprobs_alignment_4742434 -           1.6e-175  594.7  19.0  1.5e-174  591.4  19.0   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Xenopus laevis]
XP_041046368.1       -          msaprobs_alignment_4742434 -             2e-175  594.3  12.2  1.8e-174  591.2  12.2   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Carcharodon carcharias]
XP_041064420.1       -          msaprobs_alignment_4742434 -           2.1e-175  594.3  10.9  2.1e-175  594.3  10.9   1.3   1   1   0   1   1   1   1 chitin synthase chs-2-like isoform X2 [Carcharodon carcharias]
NP_001083837.1       -          msaprobs_alignment_4742434 -           2.2e-175  594.2  18.2  2.2e-174  590.9  18.2   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Xenopus laevis]
XP_041064410.1       -          msaprobs_alignment_4742434 -           2.9e-175  593.8  11.3  2.9e-175  593.8  11.3   1.3   1   1   0   1   1   1   1 chitin synthase chs-2-like isoform X1 [Carcharodon carcharias]
XP_043922845.1       -          msaprobs_alignment_4742434 -           3.7e-175  593.4  16.8  3.8e-174  590.1  16.8   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 [Protopterus annectens]
XP_039974844.1       -          msaprobs_alignment_4742434 -           3.8e-175  593.4  20.7  3.1e-174  590.4  20.7   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Xiphias gladius]
XP_041798875.1       -          msaprobs_alignment_4742434 -           3.8e-175  593.4  18.7  3.1e-174  590.4  18.7   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Chelmon rostratus]
XP_035985981.1       -          msaprobs_alignment_4742434 -             4e-175  593.3  22.8  3.6e-174  590.2  22.8   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Fundulus heteroclitus]
XP_044064530.1       -          msaprobs_alignment_4742434 -           4.2e-175  593.2  19.8  3.8e-174  590.1  19.8   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Siniperca chuatsi]
XP_034322785.1       -          msaprobs_alignment_4742434 -           4.6e-175  593.1   5.0  4.6e-175  593.1   5.0   1.8   1   1   0   2   2   1   1 chitin synthase chs-2-like isoform X1 [Crassostrea gigas]
XP_034322786.1       -          msaprobs_alignment_4742434 -           4.6e-175  593.1   5.0  4.6e-175  593.1   5.0   1.8   1   1   0   2   2   1   1 chitin synthase chs-2-like isoform X2 [Crassostrea gigas]
XP_041369704.1       -          msaprobs_alignment_4742434 -           5.8e-175  592.8   0.0  1.7e-174  591.3   0.0   1.6   1   1   0   1   1   1   1 chitin synthase chs-2-like [Gigantopelta aegis]
XP_003443743.1       -          msaprobs_alignment_4742434 -           9.5e-175  592.1  20.8    9e-174  588.9  20.8   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Oreochromis niloticus]
XP_031604034.1       -          msaprobs_alignment_4742434 -           1.1e-174  591.8  20.7  1.1e-173  588.6  20.7   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Oreochromis aureus]
XP_010740604.1       -          msaprobs_alignment_4742434 -           1.5e-174  591.5  18.2  1.4e-173  588.2  18.2   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Larimichthys crocea]
XP_030638536.1       -          msaprobs_alignment_4742434 -           1.8e-174  591.2  20.8  1.4e-173  588.2  20.8   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Chanos chanos]
XP_008322177.1       -          msaprobs_alignment_4742434 -           1.9e-174  591.1  20.4  1.6e-173  588.1  20.4   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Cynoglossus semilaevis]
XP_043973774.1       -          msaprobs_alignment_4742434 -           1.9e-174  591.1  22.1  1.6e-173  588.0  22.1   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Gambusia affinis]
XP_041844358.1       -          msaprobs_alignment_4742434 -             2e-174  591.0  19.3  1.9e-173  587.8  19.3   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Melanotaenia boesemani]
XP_042280331.1       -          msaprobs_alignment_4742434 -           2.5e-174  590.7  20.6  2.2e-173  587.6  20.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Thunnus maccoyii]
XP_042280332.1       -          msaprobs_alignment_4742434 -           2.5e-174  590.7  20.6  2.2e-173  587.6  20.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Thunnus maccoyii]
XP_042280333.1       -          msaprobs_alignment_4742434 -           2.5e-174  590.7  20.6  2.2e-173  587.6  20.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Thunnus maccoyii]
XP_044216323.1       -          msaprobs_alignment_4742434 -           2.5e-174  590.7  20.6  2.2e-173  587.6  20.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Thunnus albacares]
XP_032874985.1       -          msaprobs_alignment_4742434 -             3e-174  590.4  13.0  2.5e-173  587.4  13.0   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Amblyraja radiata]
XP_040899383.1       -          msaprobs_alignment_4742434 -           3.3e-174  590.3  21.4    3e-173  587.1  21.4   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Toxotes jaculatrix]
XP_008430237.1       -          msaprobs_alignment_4742434 -           3.5e-174  590.2  22.4  2.9e-173  587.2  22.4   2.1   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 2 [Poecilia reticulata]
XP_041649735.1       -          msaprobs_alignment_4742434 -           3.6e-174  590.2  20.3    3e-173  587.1  20.3   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Cheilinus undulatus]
XP_029958774.1       -          msaprobs_alignment_4742434 -           3.7e-174  590.1  19.9  3.1e-173  587.1  19.9   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Salarias fasciatus]
XP_030606051.1       -          msaprobs_alignment_4742434 -           3.8e-174  590.1  20.5  3.4e-173  587.0  20.5   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 isoform X1 [Archocentrus centrarchus]
XP_036928769.1       -          msaprobs_alignment_4742434 -           4.8e-174  589.8  18.8  3.8e-173  586.8  18.8   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Acanthopagrus latus]
XP_041943637.1       -          msaprobs_alignment_4742434 -           5.3e-174  589.6  20.5  5.4e-173  586.3  20.5   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 isoform X1 [Alosa sapidissima]
XP_004566868.2       -          msaprobs_alignment_4742434 -           6.3e-174  589.4  20.8  5.5e-173  586.3  20.8   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Maylandia zebra]
XP_041374257.1       -          msaprobs_alignment_4742434 -           6.4e-174  589.3   6.6  8.9e-174  588.9   6.6   1.2   1   0   0   1   1   1   1 chitin synthase chs-2-like [Gigantopelta aegis]
XP_030013198.1       -          msaprobs_alignment_4742434 -             7e-174  589.2  20.9  6.3e-173  586.1  20.9   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Sphaeramia orbicularis]
XP_033495821.1       -          msaprobs_alignment_4742434 -           7.7e-174  589.1  20.6  6.8e-173  586.0  20.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Epinephelus lanceolatus]
XP_010878735.2       -          msaprobs_alignment_4742434 -           8.7e-174  588.9  20.3  9.3e-173  585.5  20.3   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Esox lucius]
XP_005799073.1       -          msaprobs_alignment_4742434 -           9.4e-174  588.8  23.0  7.9e-173  585.7  23.0   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Xiphophorus maculatus]
XP_032880921.1       -          msaprobs_alignment_4742434 -             1e-173  588.7  13.1    1e-173  588.7  13.1   2.0   2   0   0   2   2   1   1 chitin synthase chs-2-like [Amblyraja radiata]
XP_014039685.1       -          msaprobs_alignment_4742434 -           1.2e-173  588.5  20.4  1.4e-172  585.0  20.4   2.2   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 2-like [Salmo salar]
XP_004086691.1       -          msaprobs_alignment_4742434 -           1.3e-173  588.4  20.9  1.1e-172  585.2  20.9   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Oryzias latipes]
XP_043889263.1       -          msaprobs_alignment_4742434 -           1.4e-173  588.3  20.7  1.3e-172  585.0  20.7   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Solea senegalensis]
XP_041369703.1       -          msaprobs_alignment_4742434 -           1.5e-173  588.1   5.5  1.8e-173  587.8   5.5   1.1   1   0   0   1   1   1   1 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Gigantopelta aegis]
XP_027871933.1       -          msaprobs_alignment_4742434 -           2.3e-173  587.5  23.3  1.9e-172  584.5  23.3   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Xiphophorus couchianus]
XP_024119263.1       -          msaprobs_alignment_4742434 -           2.4e-173  587.4  21.5  2.2e-172  584.3  21.5   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Oryzias melastigma]
XP_015804941.1       -          msaprobs_alignment_4742434 -           2.5e-173  587.4  23.6  2.4e-172  584.1  23.6   2.1   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 2 [Nothobranchius furzeri]
XP_012681908.1       -          msaprobs_alignment_4742434 -           2.7e-173  587.3  20.6  2.8e-172  583.9  20.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Clupea harengus]
XP_042346056.1       -          msaprobs_alignment_4742434 -           3.2e-173  587.0  21.7  3.3e-172  583.7  21.7   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Plectropomus leopardus]
XP_032415496.1       -          msaprobs_alignment_4742434 -           3.3e-173  587.0  22.7  2.8e-172  584.0  22.7   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Xiphophorus hellerii]
XP_034031292.1       -          msaprobs_alignment_4742434 -           3.3e-173  587.0  19.1  3.3e-172  583.7  19.1   2.3   1   1   0   1   1   1   1 LOW QUALITY PROTEIN: hyaluronan synthase 2-like [Thalassophryne amazonica]
XP_041708190.1       -          msaprobs_alignment_4742434 -           3.9e-173  586.7  19.0  4.3e-172  583.3  19.0   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Coregonus clupeaformis]
XP_034467878.1       -          msaprobs_alignment_4742434 -           4.7e-173  586.5  20.1  4.9e-172  583.1  20.1   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Hippoglossus hippoglossus]
XP_035020593.1       -          msaprobs_alignment_4742434 -           4.7e-173  586.5  20.1  4.9e-172  583.1  20.1   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Hippoglossus stenolepis]
XP_039594756.1       -          msaprobs_alignment_4742434 -           4.9e-173  586.4  14.2  4.9e-173  586.4  14.2   1.6   2   0   0   2   2   1   1 chitin synthase chs-2-like isoform X2 [Polypterus senegalus]
XP_038843995.1       -          msaprobs_alignment_4742434 -           6.3e-173  586.1  20.6  7.3e-172  582.6  20.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Salvelinus namaycush]
XP_038849272.1       -          msaprobs_alignment_4742434 -           6.3e-173  586.1  20.6  7.3e-172  582.6  20.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Salvelinus namaycush]
XP_041758469.1       -          msaprobs_alignment_4742434 -           7.3e-173  585.9  19.3  7.9e-172  582.4  19.3   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Coregonus clupeaformis]
XP_034384923.1       -          msaprobs_alignment_4742434 -           8.1e-173  585.7  19.4  7.5e-172  582.5  19.4   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Cyclopterus lumpus]
XP_036791534.1       -          msaprobs_alignment_4742434 -           8.8e-173  585.6  22.3    1e-171  582.1  22.3   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Oncorhynchus mykiss]
XP_030227219.1       -          msaprobs_alignment_4742434 -           9.6e-173  585.5  19.1  1.3e-171  581.8  19.1   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 [Gadus morhua]
XP_031134267.1       -          msaprobs_alignment_4742434 -           1.1e-172  585.2  21.0  1.7e-171  581.4  21.0   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 [Sander lucioperca]
XP_035862513.1       -          msaprobs_alignment_4742434 -           1.1e-172  585.2  21.0  1.7e-171  581.4  21.0   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 [Sander lucioperca]
XP_040022314.1       -          msaprobs_alignment_4742434 -           1.1e-172  585.2  21.6  1.1e-171  582.0  21.6   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Gasterosteus aculeatus aculeatus]
XP_028437348.1       -          msaprobs_alignment_4742434 -           1.4e-172  585.0  20.8    2e-171  581.1  20.8   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 [Perca flavescens]
XP_039660699.1       -          msaprobs_alignment_4742434 -           1.4e-172  585.0  20.8    2e-171  581.1  20.8   2.3   1   1   0   1   1   1   1 hyaluronan synthase 2 [Perca fluviatilis]
XP_026795387.1       -          msaprobs_alignment_4742434 -           1.8e-172  584.6  24.0  2.1e-171  581.0  24.0   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Pangasianodon hypophthalmus]
XP_033837065.1       -          msaprobs_alignment_4742434 -             2e-172  584.4  19.1  1.7e-171  581.4  19.1   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Periophthalmus magnuspinnatus]
XP_024244657.1       -          msaprobs_alignment_4742434 -           2.4e-172  584.1  21.8  2.8e-171  580.6  21.8   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Oncorhynchus tshawytscha]
XP_031668072.1       -          msaprobs_alignment_4742434 -           5.4e-172  583.0  21.9  6.3e-171  579.5  21.9   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Oncorhynchus kisutch]
XP_031672077.1       -          msaprobs_alignment_4742434 -           5.4e-172  583.0  21.9  6.3e-171  579.5  21.9   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Oncorhynchus kisutch]
XP_034321523.1       -          msaprobs_alignment_4742434 -           7.3e-172  582.6   1.9  6.6e-167  566.2   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_035477743.1       -          msaprobs_alignment_4742434 -           7.5e-172  582.5  20.5  7.3e-171  579.3  20.5   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Scophthalmus maximus]
XP_035381348.1       -          msaprobs_alignment_4742434 -             1e-171  582.1   6.3  3.2e-171  580.4   6.6   1.4   1   1   0   1   1   1   1 LOW QUALITY PROTEIN: chitin synthase chs-1 [Electrophorus electricus]
XP_017265377.1       -          msaprobs_alignment_4742434 -           1.1e-171  582.0  22.3  8.9e-171  579.0  22.3   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Kryptolebias marmoratus]
XP_039594758.1       -          msaprobs_alignment_4742434 -           1.2e-171  581.9  12.4  1.2e-171  581.9  12.4   1.5   2   0   0   2   2   1   1 chitin synthase-like isoform X4 [Polypterus senegalus]
XP_039594755.1       -          msaprobs_alignment_4742434 -           2.5e-171  580.8  13.3  2.5e-171  580.8  13.3   1.6   2   0   0   2   2   1   1 chitin synthase chs-2-like isoform X1 [Polypterus senegalus]
XP_032375419.1       -          msaprobs_alignment_4742434 -           3.5e-171  580.3  20.5  5.8e-170  576.3  20.5   2.4   1   1   0   1   1   1   1 hyaluronan synthase 2 [Etheostoma spectabile]
XP_032375420.1       -          msaprobs_alignment_4742434 -           3.5e-171  580.3  20.5  5.8e-170  576.3  20.5   2.4   1   1   0   1   1   1   1 hyaluronan synthase 2 [Etheostoma spectabile]
XP_034730802.1       -          msaprobs_alignment_4742434 -           3.5e-171  580.3  20.5  5.8e-170  576.3  20.5   2.4   1   1   0   1   1   1   1 hyaluronan synthase 2 [Etheostoma cragini]
XP_034730803.1       -          msaprobs_alignment_4742434 -           3.5e-171  580.3  20.5  5.8e-170  576.3  20.5   2.4   1   1   0   1   1   1   1 hyaluronan synthase 2 [Etheostoma cragini]
XP_029307938.1       -          msaprobs_alignment_4742434 -           6.8e-171  579.4  20.4  6.7e-170  576.1  20.4   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Cottoperca gobio]
XP_037639432.1       -          msaprobs_alignment_4742434 -           8.7e-171  579.0  18.9  8.1e-170  575.8  18.9   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Sebastes umbrosus]
XP_033957628.1       -          msaprobs_alignment_4742434 -           1.9e-170  577.9  18.2  2.3e-169  574.3  18.2   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Pseudochaenichthys georgianus]
XP_028986035.1       -          msaprobs_alignment_4742434 -           2.2e-170  577.7  21.0  2.1e-169  574.4  21.0   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 isoform X1 [Betta splendens]
XP_028986036.1       -          msaprobs_alignment_4742434 -           2.9e-170  577.3  20.6  2.7e-169  574.1  20.6   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 isoform X2 [Betta splendens]
XP_043072449.1       -          msaprobs_alignment_4742434 -           3.1e-170  577.2  14.3  6.6e-170  576.1  14.3   1.5   1   0   0   1   1   1   1 chitin synthase chs-1-like [Puntigrus tetrazona]
XP_027892613.1       -          msaprobs_alignment_4742434 -             7e-170  576.0   7.6    7e-170  576.0   7.6   2.0   1   1   0   2   2   1   1 chitin synthase chs-2-like [Xiphophorus couchianus]
XP_034554125.1       -          msaprobs_alignment_4742434 -           7.8e-170  575.9  19.1  6.5e-169  572.8  19.1   2.1   1   1   0   1   1   1   1 hyaluronan synthase 2 [Notolabrus celidotus]
XP_037130005.1       -          msaprobs_alignment_4742434 -           9.9e-170  575.5  21.0  8.6e-169  572.4  21.0   2.2   1   1   0   1   1   1   1 hyaluronan synthase 2 [Syngnathus acus]
XP_022537815.1       -          msaprobs_alignment_4742434 -           1.6e-169  574.8   6.4  1.6e-169  574.8   6.4   2.1   2   1   0   2   2   1   1 LOW QUALITY PROTEIN: uncharacterized protein LOC103041484 [Astyanax mexicanus]
XP_034157212.1       -          msaprobs_alignment_4742434 -           1.8e-169  574.7  14.8  2.8e-169  574.0  14.8   1.3   1   0   0   1   1   1   1 chitin synthase chs-2-like [Pangasianodon hypophthalmus]
XP_007250610.2       -          msaprobs_alignment_4742434 -           1.8e-169  574.6   2.3    3e-169  573.9   1.7   1.5   1   1   0   1   1   1   1 uncharacterized protein LOC103046676 [Astyanax mexicanus]
XP_036402786.1       -          msaprobs_alignment_4742434 -           2.3e-169  574.3   5.9  2.3e-169  574.3   5.9   2.1   2   0   0   2   2   1   1 chitin synthase chs-2-like [Megalops cyprinoides]
